,Bearing 1,Bearing 2,Bearing 3,Bearing 4
2004-02-12 10:32:39,0.05833287758191319,0.07183163240392597,0.08324190634308316,0.04306655598417892
2004-02-12 10:42:39,0.05899521461008839,0.07400571316958836,0.08443542165144782,0.04454104204306851
2004-02-12 10:52:39,0.0602364373260413,0.07422662239367156,0.08392607060891645,0.04444308804140828
2004-02-12 11:02:39,0.06145544216026173,0.07384408418379804,0.08445744421114311,0.04508140045900679
2004-02-12 11:12:39,0.06136075980272474,0.07560876995947069,0.08283680843791201,0.04511836515454856
2004-02-12 11:22:39,0.06166482738414962,0.07327862688607842,0.08487924215049562,0.04417222520630891
2004-02-12 11:32:39,0.06194389374481176,0.07459290004394746,0.08262630011231017,0.04465857707895894
2004-02-12 11:42:39,0.061230528834415744,0.07417159040968797,0.0820219248986767,0.04384008008203526
2004-02-12 11:52:39,0.06227974998779238,0.0758077542848772,0.08437228380292007,0.044272230089359835
2004-02-12 12:02:39,0.059890277845597924,0.0751147516968602,0.08450603056789883,0.04397397333854192
2004-02-12 12:12:39,0.062371258362224714,0.07550495629669417,0.08223799990233899,0.044170809121539145
2004-02-12 12:22:39,0.060837052590458525,0.07464759021436593,0.08055198007715221,0.04360154304409395
2004-02-12 12:32:39,0.06109014112017189,0.0748322183700376,0.08078705014893306,0.043524488500415064
2004-02-12 12:42:39,0.06259866204404513,0.07548815860149423,0.08062556765467063,0.044679281214903076
2004-02-12 12:52:39,0.062340690463401544,0.07560125006103814,0.08039816397285024,0.04424551980077152
2004-02-12 13:02:39,0.06162976707847063,0.07528429122515748,0.08099931637286976,0.04468836368963328
2004-02-12 13:12:39,0.06188495532008399,0.07599184530494653,0.08330416524244348,0.04454856194150106
2004-02-12 13:22:39,0.06124630108892035,0.07403252111919528,0.08016592607060893,0.04348210361834074
2004-02-12 13:32:39,0.06147629278773378,0.07533194980223644,0.08176219541969824,0.04415615996874848
2004-02-12 13:42:39,0.0618432540651399,0.07581947360710972,0.08151184139850579,0.04355427511108941
2004-02-12 13:52:39,0.06221309634259485,0.0759205527613653,0.08089569803213048,0.04392480101567459
2004-02-12 14:02:39,0.06262576297670784,0.07640636749841301,0.0822937643439621,0.04376580887738659
2004-02-12 14:12:39,0.06251403877142438,0.07490766150690953,0.08181249084427951,0.04342741344792226
2004-02-12 14:22:39,0.0626069144001172,0.0765010010254407,0.08113311196835783,0.04504121294985107
2004-02-12 14:32:39,0.06244855705845012,0.07664822501098686,0.08357327017920797,0.044517115093510425
2004-02-12 14:42:39,0.0613288734801504,0.07514195029054153,0.08256545729771961,0.04414287807021827
2004-02-12 14:52:39,0.061452024024610585,0.0766623370281752,0.08087235704868401,0.043867278675716596
2004-02-12 15:02:39,0.06127867571658772,0.07556155085697545,0.08216592607060891,0.044179793935250754
